season,round,url,raceName,circuitId,date
1986,12,http://en.wikipedia.org/wiki/1986_Austrian_Grand_Prix,Austrian Grand Prix,red_bull_ring,1986-08-17
1986,13,http://en.wikipedia.org/wiki/1986_Italian_Grand_Prix,Italian Grand Prix,monza,1986-09-07
1986,14,http://en.wikipedia.org/wiki/1986_Portuguese_Grand_Prix,Portuguese Grand Prix,estoril,1986-09-21
1986,15,http://en.wikipedia.org/wiki/1986_Mexican_Grand_Prix,Mexican Grand Prix,rodriguez,1986-10-12
1986,16,http://en.wikipedia.org/wiki/1986_Australian_Grand_Prix,Australian Grand Prix,adelaide,1986-10-26
1987,1,http://en.wikipedia.org/wiki/1987_Brazilian_Grand_Prix,Brazilian Grand Prix,jacarepagua,1987-04-12
1987,2,http://en.wikipedia.org/wiki/1987_San_Marino_Grand_Prix,San Marino Grand Prix,imola,1987-05-03
1987,3,http://en.wikipedia.org/wiki/1987_Belgian_Grand_Prix,Belgian Grand Prix,spa,1987-05-17
1987,4,http://en.wikipedia.org/wiki/1987_Monaco_Grand_Prix,Monaco Grand Prix,monaco,1987-05-31
1987,5,http://en.wikipedia.org/wiki/1987_Detroit_Grand_Prix,Detroit Grand Prix,detroit,1987-06-21
1987,6,http://en.wikipedia.org/wiki/1987_French_Grand_Prix,French Grand Prix,ricard,1987-07-05
1987,7,http://en.wikipedia.org/wiki/1987_British_Grand_Prix,British Grand Prix,silverstone,1987-07-12
1987,8,http://en.wikipedia.org/wiki/1987_German_Grand_Prix,German Grand Prix,hockenheimring,1987-07-26
1987,9,http://en.wikipedia.org/wiki/1987_Hungarian_Grand_Prix,Hungarian Grand Prix,hungaroring,1987-08-09
1987,10,http://en.wikipedia.org/wiki/1987_Austrian_Grand_Prix,Austrian Grand Prix,red_bull_ring,1987-08-16
1987,11,http://en.wikipedia.org/wiki/1987_Italian_Grand_Prix,Italian Grand Prix,monza,1987-09-06
1987,12,http://en.wikipedia.org/wiki/1987_Portuguese_Grand_Prix,Portuguese Grand Prix,estoril,1987-09-20
1987,13,http://en.wikipedia.org/wiki/1987_Spanish_Grand_Prix,Spanish Grand Prix,jerez,1987-09-27
1987,14,http://en.wikipedia.org/wiki/1987_Mexican_Grand_Prix,Mexican Grand Prix,rodriguez,1987-10-18
1987,15,http://en.wikipedia.org/wiki/1987_Japanese_Grand_Prix,Japanese Grand Prix,suzuka,1987-11-01
1987,16,http://en.wikipedia.org/wiki/1987_Australian_Grand_Prix,Australian Grand Prix,adelaide,1987-11-15
1988,1,http://en.wikipedia.org/wiki/1988_Brazilian_Grand_Prix,Brazilian Grand Prix,jacarepagua,1988-04-03
1988,2,http://en.wikipedia.org/wiki/1988_San_Marino_Grand_Prix,San Marino Grand Prix,imola,1988-05-01
1988,3,http://en.wikipedia.org/wiki/1988_Monaco_Grand_Prix,Monaco Grand Prix,monaco,1988-05-15
1988,4,http://en.wikipedia.org/wiki/1988_Mexican_Grand_Prix,Mexican Grand Prix,rodriguez,1988-05-29
1988,5,http://en.wikipedia.org/wiki/1988_Canadian_Grand_Prix,Canadian Grand Prix,villeneuve,1988-06-12
1988,6,http://en.wikipedia.org/wiki/1988_Detroit_Grand_Prix,Detroit Grand Prix,detroit,1988-06-19
1988,7,http://en.wikipedia.org/wiki/1988_French_Grand_Prix,French Grand Prix,ricard,1988-07-03
1988,8,http://en.wikipedia.org/wiki/1988_British_Grand_Prix,British Grand Prix,silverstone,1988-07-10
1988,9,http://en.wikipedia.org/wiki/1988_German_Grand_Prix,German Grand Prix,hockenheimring,1988-07-24
1988,10,http://en.wikipedia.org/wiki/1988_Hungarian_Grand_Prix,Hungarian Grand Prix,hungaroring,1988-08-07
1988,11,http://en.wikipedia.org/wiki/1988_Belgian_Grand_Prix,Belgian Grand Prix,spa,1988-08-28
1988,12,http://en.wikipedia.org/wiki/1988_Italian_Grand_Prix,Italian Grand Prix,monza,1988-09-11
1988,13,http://en.wikipedia.org/wiki/1988_Portuguese_Grand_Prix,Portuguese Grand Prix,estoril,1988-09-25
1988,14,http://en.wikipedia.org/wiki/1988_Spanish_Grand_Prix,Spanish Grand Prix,jerez,1988-10-02
1988,15,http://en.wikipedia.org/wiki/1988_Japanese_Grand_Prix,Japanese Grand Prix,suzuka,1988-10-30
1988,16,http://en.wikipedia.org/wiki/1988_Australian_Grand_Prix,Australian Grand Prix,adelaide,1988-11-13
1989,1,http://en.wikipedia.org/wiki/1989_Brazilian_Grand_Prix,Brazilian Grand Prix,jacarepagua,1989-03-26
1989,2,http://en.wikipedia.org/wiki/1989_San_Marino_Grand_Prix,San Marino Grand Prix,imola,1989-04-23
1989,3,http://en.wikipedia.org/wiki/1989_Monaco_Grand_Prix,Monaco Grand Prix,monaco,1989-05-07
1989,4,http://en.wikipedia.org/wiki/1989_Mexican_Grand_Prix,Mexican Grand Prix,rodriguez,1989-05-28
1989,5,http://en.wikipedia.org/wiki/1989_United_States_Grand_Prix,United States Grand Prix,phoenix,1989-06-04
1989,6,http://en.wikipedia.org/wiki/1989_Canadian_Grand_Prix,Canadian Grand Prix,villeneuve,1989-06-18
1989,7,http://en.wikipedia.org/wiki/1989_French_Grand_Prix,French Grand Prix,ricard,1989-07-09
1989,8,http://en.wikipedia.org/wiki/1989_British_Grand_Prix,British Grand Prix,silverstone,1989-07-16
1989,9,http://en.wikipedia.org/wiki/1989_German_Grand_Prix,German Grand Prix,hockenheimring,1989-07-30
1989,10,http://en.wikipedia.org/wiki/1989_Hungarian_Grand_Prix,Hungarian Grand Prix,hungaroring,1989-08-13
1989,11,http://en.wikipedia.org/wiki/1989_Belgian_Grand_Prix,Belgian Grand Prix,spa,1989-08-27
1989,12,http://en.wikipedia.org/wiki/1989_Italian_Grand_Prix,Italian Grand Prix,monza,1989-09-10
1989,13,http://en.wikipedia.org/wiki/1989_Portuguese_Grand_Prix,Portuguese Grand Prix,estoril,1989-09-24
1989,14,http://en.wikipedia.org/wiki/1989_Spanish_Grand_Prix,Spanish Grand Prix,jerez,1989-10-01
1989,15,http://en.wikipedia.org/wiki/1989_Japanese_Grand_Prix,Japanese Grand Prix,suzuka,1989-10-22
1989,16,http://en.wikipedia.org/wiki/1989_Australian_Grand_Prix,Australian Grand Prix,adelaide,1989-11-05
1990,1,http://en.wikipedia.org/wiki/1990_United_States_Grand_Prix,United States Grand Prix,phoenix,1990-03-11
1990,2,http://en.wikipedia.org/wiki/1990_Brazilian_Grand_Prix,Brazilian Grand Prix,interlagos,1990-03-25
1990,3,http://en.wikipedia.org/wiki/1990_San_Marino_Grand_Prix,San Marino Grand Prix,imola,1990-05-13
1990,4,http://en.wikipedia.org/wiki/1990_Monaco_Grand_Prix,Monaco Grand Prix,monaco,1990-05-27
1990,5,http://en.wikipedia.org/wiki/1990_Canadian_Grand_Prix,Canadian Grand Prix,villeneuve,1990-06-10
1990,6,http://en.wikipedia.org/wiki/1990_Mexican_Grand_Prix,Mexican Grand Prix,rodriguez,1990-06-24
1990,7,http://en.wikipedia.org/wiki/1990_French_Grand_Prix,French Grand Prix,ricard,1990-07-08
1990,8,http://en.wikipedia.org/wiki/1990_British_Grand_Prix,British Grand Prix,silverstone,1990-07-15
1990,9,http://en.wikipedia.org/wiki/1990_German_Grand_Prix,German Grand Prix,hockenheimring,1990-07-29
1990,10,http://en.wikipedia.org/wiki/1990_Hungarian_Grand_Prix,Hungarian Grand Prix,hungaroring,1990-08-12
1990,11,http://en.wikipedia.org/wiki/1990_Belgian_Grand_Prix,Belgian Grand Prix,spa,1990-08-26
1990,12,http://en.wikipedia.org/wiki/1990_Italian_Grand_Prix,Italian Grand Prix,monza,1990-09-09
1990,13,http://en.wikipedia.org/wiki/1990_Portuguese_Grand_Prix,Portuguese Grand Prix,estoril,1990-09-23
1990,14,http://en.wikipedia.org/wiki/1990_Spanish_Grand_Prix,Spanish Grand Prix,jerez,1990-09-30
1990,15,http://en.wikipedia.org/wiki/1990_Japanese_Grand_Prix,Japanese Grand Prix,suzuka,1990-10-21
1990,16,http://en.wikipedia.org/wiki/1990_Australian_Grand_Prix,Australian Grand Prix,adelaide,1990-11-04
1991,1,http://en.wikipedia.org/wiki/1991_United_States_Grand_Prix,United States Grand Prix,phoenix,1991-03-10
1991,2,http://en.wikipedia.org/wiki/1991_Brazilian_Grand_Prix,Brazilian Grand Prix,interlagos,1991-03-24
1991,3,http://en.wikipedia.org/wiki/1991_San_Marino_Grand_Prix,San Marino Grand Prix,imola,1991-04-28
1991,4,http://en.wikipedia.org/wiki/1991_Monaco_Grand_Prix,Monaco Grand Prix,monaco,1991-05-12
1991,5,http://en.wikipedia.org/wiki/1991_Canadian_Grand_Prix,Canadian Grand Prix,villeneuve,1991-06-02
1991,6,http://en.wikipedia.org/wiki/1991_Mexican_Grand_Prix,Mexican Grand Prix,rodriguez,1991-06-16
1991,7,http://en.wikipedia.org/wiki/1991_French_Grand_Prix,French Grand Prix,magny_cours,1991-07-07
1991,8,http://en.wikipedia.org/wiki/1991_British_Grand_Prix,British Grand Prix,silverstone,1991-07-14
1991,9,http://en.wikipedia.org/wiki/1991_German_Grand_Prix,German Grand Prix,hockenheimring,1991-07-28
1991,10,http://en.wikipedia.org/wiki/1991_Hungarian_Grand_Prix,Hungarian Grand Prix,hungaroring,1991-08-11
1991,11,http://en.wikipedia.org/wiki/1991_Belgian_Grand_Prix,Belgian Grand Prix,spa,1991-08-25
1991,12,http://en.wikipedia.org/wiki/1991_Italian_Grand_Prix,Italian Grand Prix,monza,1991-09-08
1991,13,http://en.wikipedia.org/wiki/1991_Portuguese_Grand_Prix,Portuguese Grand Prix,estoril,1991-09-22
1991,14,http://en.wikipedia.org/wiki/1991_Spanish_Grand_Prix,Spanish Grand Prix,catalunya,1991-09-29
1991,15,http://en.wikipedia.org/wiki/1991_Japanese_Grand_Prix,Japanese Grand Prix,suzuka,1991-10-20
1991,16,http://en.wikipedia.org/wiki/1991_Australian_Grand_Prix,Australian Grand Prix,adelaide,1991-11-03
1992,1,http://en.wikipedia.org/wiki/1992_South_African_Grand_Prix,South African Grand Prix,kyalami,1992-03-01
1992,2,http://en.wikipedia.org/wiki/1992_Mexican_Grand_Prix,Mexican Grand Prix,rodriguez,1992-03-22
1992,3,http://en.wikipedia.org/wiki/1992_Brazilian_Grand_Prix,Brazilian Grand Prix,interlagos,1992-04-05
1992,4,http://en.wikipedia.org/wiki/1992_Spanish_Grand_Prix,Spanish Grand Prix,catalunya,1992-05-03
1992,5,http://en.wikipedia.org/wiki/1992_San_Marino_Grand_Prix,San Marino Grand Prix,imola,1992-05-17
1992,6,http://en.wikipedia.org/wiki/1992_Monaco_Grand_Prix,Monaco Grand Prix,monaco,1992-05-31
1992,7,http://en.wikipedia.org/wiki/1992_Canadian_Grand_Prix,Canadian Grand Prix,villeneuve,1992-06-14
1992,8,http://en.wikipedia.org/wiki/1992_French_Grand_Prix,French Grand Prix,magny_cours,1992-07-05
1992,9,http://en.wikipedia.org/wiki/1992_British_Grand_Prix,British Grand Prix,silverstone,1992-07-12
1992,10,http://en.wikipedia.org/wiki/1992_German_Grand_Prix,German Grand Prix,hockenheimring,1992-07-26
1992,11,http://en.wikipedia.org/wiki/1992_Hungarian_Grand_Prix,Hungarian Grand Prix,hungaroring,1992-08-16
1992,12,http://en.wikipedia.org/wiki/1992_Belgian_Grand_Prix,Belgian Grand Prix,spa,1992-08-30
1992,13,http://en.wikipedia.org/wiki/1992_Italian_Grand_Prix,Italian Grand Prix,monza,1992-09-13
1992,14,http://en.wikipedia.org/wiki/1992_Portuguese_Grand_Prix,Portuguese Grand Prix,estoril,1992-09-27
1992,15,http://en.wikipedia.org/wiki/1992_Japanese_Grand_Prix,Japanese Grand Prix,suzuka,1992-10-25
1992,16,http://en.wikipedia.org/wiki/1992_Australian_Grand_Prix,Australian Grand Prix,adelaide,1992-11-08
1993,1,http://en.wikipedia.org/wiki/1993_South_African_Grand_Prix,South African Grand Prix,kyalami,1993-03-14
1993,2,http://en.wikipedia.org/wiki/1993_Brazilian_Grand_Prix,Brazilian Grand Prix,interlagos,1993-03-28
1993,3,http://en.wikipedia.org/wiki/1993_European_Grand_Prix,European Grand Prix,donington,1993-04-11
1993,4,http://en.wikipedia.org/wiki/1993_San_Marino_Grand_Prix,San Marino Grand Prix,imola,1993-04-25
1993,5,http://en.wikipedia.org/wiki/1993_Spanish_Grand_Prix,Spanish Grand Prix,catalunya,1993-05-09
1993,6,http://en.wikipedia.org/wiki/1993_Monaco_Grand_Prix,Monaco Grand Prix,monaco,1993-05-23
1993,7,http://en.wikipedia.org/wiki/1993_Canadian_Grand_Prix,Canadian Grand Prix,villeneuve,1993-06-13
1993,8,http://en.wikipedia.org/wiki/1993_French_Grand_Prix,French Grand Prix,magny_cours,1993-07-04
1993,9,http://en.wikipedia.org/wiki/1993_British_Grand_Prix,British Grand Prix,silverstone,1993-07-11
1993,10,http://en.wikipedia.org/wiki/1993_German_Grand_Prix,German Grand Prix,hockenheimring,1993-07-25
1993,11,http://en.wikipedia.org/wiki/1993_Hungarian_Grand_Prix,Hungarian Grand Prix,hungaroring,1993-08-15
1993,12,http://en.wikipedia.org/wiki/1993_Belgian_Grand_Prix,Belgian Grand Prix,spa,1993-08-29
1993,13,http://en.wikipedia.org/wiki/1993_Italian_Grand_Prix,Italian Grand Prix,monza,1993-09-12
1993,14,http://en.wikipedia.org/wiki/1993_Portuguese_Grand_Prix,Portuguese Grand Prix,estoril,1993-09-26
1993,15,http://en.wikipedia.org/wiki/1993_Japanese_Grand_Prix,Japanese Grand Prix,suzuka,1993-10-24
1993,16,http://en.wikipedia.org/wiki/1993_Australian_Grand_Prix,Australian Grand Prix,adelaide,1993-11-07
1994,1,http://en.wikipedia.org/wiki/1994_Brazilian_Grand_Prix,Brazilian Grand Prix,interlagos,1994-03-27
1994,2,http://en.wikipedia.org/wiki/1994_Pacific_Grand_Prix,Pacific Grand Prix,okayama,1994-04-17
1994,3,http://en.wikipedia.org/wiki/1994_San_Marino_Grand_Prix,San Marino Grand Prix,imola,1994-05-01
1994,4,http://en.wikipedia.org/wiki/1994_Monaco_Grand_Prix,Monaco Grand Prix,monaco,1994-05-15
1994,5,http://en.wikipedia.org/wiki/1994_Spanish_Grand_Prix,Spanish Grand Prix,catalunya,1994-05-29
1994,6,http://en.wikipedia.org/wiki/1994_Canadian_Grand_Prix,Canadian Grand Prix,villeneuve,1994-06-12
1994,7,http://en.wikipedia.org/wiki/1994_French_Grand_Prix,French Grand Prix,magny_cours,1994-07-03
1994,8,http://en.wikipedia.org/wiki/1994_British_Grand_Prix,British Grand Prix,silverstone,1994-07-10
1994,9,http://en.wikipedia.org/wiki/1994_German_Grand_Prix,German Grand Prix,hockenheimring,1994-07-31
1994,10,http://en.wikipedia.org/wiki/1994_Hungarian_Grand_Prix,Hungarian Grand Prix,hungaroring,1994-08-14
1994,11,http://en.wikipedia.org/wiki/1994_Belgian_Grand_Prix,Belgian Grand Prix,spa,1994-08-28
1994,12,http://en.wikipedia.org/wiki/1994_Italian_Grand_Prix,Italian Grand Prix,monza,1994-09-11
1994,13,http://en.wikipedia.org/wiki/1994_Portuguese_Grand_Prix,Portuguese Grand Prix,estoril,1994-09-25
1994,14,http://en.wikipedia.org/wiki/1994_European_Grand_Prix,European Grand Prix,jerez,1994-10-16
1994,15,http://en.wikipedia.org/wiki/1994_Japanese_Grand_Prix,Japanese Grand Prix,suzuka,1994-11-06
1994,16,http://en.wikipedia.org/wiki/1994_Australian_Grand_Prix,Australian Grand Prix,adelaide,1994-11-13
1995,1,http://en.wikipedia.org/wiki/1995_Brazilian_Grand_Prix,Brazilian Grand Prix,interlagos,1995-03-26
1995,2,http://en.wikipedia.org/wiki/1995_Argentine_Grand_Prix,Argentine Grand Prix,galvez,1995-04-09
1995,3,http://en.wikipedia.org/wiki/1995_San_Marino_Grand_Prix,San Marino Grand Prix,imola,1995-04-30
1995,4,http://en.wikipedia.org/wiki/1995_Spanish_Grand_Prix,Spanish Grand Prix,catalunya,1995-05-14
1995,5,http://en.wikipedia.org/wiki/1995_Monaco_Grand_Prix,Monaco Grand Prix,monaco,1995-05-28
1995,6,http://en.wikipedia.org/wiki/1995_Canadian_Grand_Prix,Canadian Grand Prix,villeneuve,1995-06-11
1995,7,http://en.wikipedia.org/wiki/1995_French_Grand_Prix,French Grand Prix,magny_cours,1995-07-02
1995,8,http://en.wikipedia.org/wiki/1995_British_Grand_Prix,British Grand Prix,silverstone,1995-07-16
1995,9,http://en.wikipedia.org/wiki/1995_German_Grand_Prix,German Grand Prix,hockenheimring,1995-07-30
1995,10,http://en.wikipedia.org/wiki/1995_Hungarian_Grand_Prix,Hungarian Grand Prix,hungaroring,1995-08-13
1995,11,http://en.wikipedia.org/wiki/1995_Belgian_Grand_Prix,Belgian Grand Prix,spa,1995-08-27
1995,12,http://en.wikipedia.org/wiki/1995_Italian_Grand_Prix,Italian Grand Prix,monza,1995-09-10
1995,13,http://en.wikipedia.org/wiki/1995_Portuguese_Grand_Prix,Portuguese Grand Prix,estoril,1995-09-24
1995,14,http://en.wikipedia.org/wiki/1995_European_Grand_Prix,European Grand Prix,nurburgring,1995-10-01
1995,15,http://en.wikipedia.org/wiki/1995_Pacific_Grand_Prix,Pacific Grand Prix,okayama,1995-10-22
1995,16,http://en.wikipedia.org/wiki/1995_Japanese_Grand_Prix,Japanese Grand Prix,suzuka,1995-10-29
1995,17,http://en.wikipedia.org/wiki/1995_Australian_Grand_Prix,Australian Grand Prix,adelaide,1995-11-12
1996,1,http://en.wikipedia.org/wiki/1996_Australian_Grand_Prix,Australian Grand Prix,albert_park,1996-03-10
1996,2,http://en.wikipedia.org/wiki/1996_Brazilian_Grand_Prix,Brazilian Grand Prix,interlagos,1996-03-31
1996,3,http://en.wikipedia.org/wiki/1996_Argentine_Grand_Prix,Argentine Grand Prix,galvez,1996-04-07
1996,4,http://en.wikipedia.org/wiki/1996_European_Grand_Prix,European Grand Prix,nurburgring,1996-04-28
1996,5,http://en.wikipedia.org/wiki/1996_San_Marino_Grand_Prix,San Marino Grand Prix,imola,1996-05-05
1996,6,http://en.wikipedia.org/wiki/1996_Monaco_Grand_Prix,Monaco Grand Prix,monaco,1996-05-19
1996,7,http://en.wikipedia.org/wiki/1996_Spanish_Grand_Prix,Spanish Grand Prix,catalunya,1996-06-02
1996,8,http://en.wikipedia.org/wiki/1996_Canadian_Grand_Prix,Canadian Grand Prix,villeneuve,1996-06-16
1996,9,http://en.wikipedia.org/wiki/1996_French_Grand_Prix,French Grand Prix,magny_cours,1996-06-30
1996,10,http://en.wikipedia.org/wiki/1996_British_Grand_Prix,British Grand Prix,silverstone,1996-07-14
1996,11,http://en.wikipedia.org/wiki/1996_German_Grand_Prix,German Grand Prix,hockenheimring,1996-07-28
1996,12,http://en.wikipedia.org/wiki/1996_Hungarian_Grand_Prix,Hungarian Grand Prix,hungaroring,1996-08-11
1996,13,http://en.wikipedia.org/wiki/1996_Belgian_Grand_Prix,Belgian Grand Prix,spa,1996-08-25
1996,14,http://en.wikipedia.org/wiki/1996_Italian_Grand_Prix,Italian Grand Prix,monza,1996-09-08
1996,15,http://en.wikipedia.org/wiki/1996_Portuguese_Grand_Prix,Portuguese Grand Prix,estoril,1996-09-22
1996,16,http://en.wikipedia.org/wiki/1996_Japanese_Grand_Prix,Japanese Grand Prix,suzuka,1996-10-13
1997,1,http://en.wikipedia.org/wiki/1997_Australian_Grand_Prix,Australian Grand Prix,albert_park,1997-03-09
1997,2,http://en.wikipedia.org/wiki/1997_Brazilian_Grand_Prix,Brazilian Grand Prix,interlagos,1997-03-30
1997,3,http://en.wikipedia.org/wiki/1997_Argentine_Grand_Prix,Argentine Grand Prix,galvez,1997-04-13
1997,4,http://en.wikipedia.org/wiki/1997_San_Marino_Grand_Prix,San Marino Grand Prix,imola,1997-04-27
1997,5,http://en.wikipedia.org/wiki/1997_Monaco_Grand_Prix,Monaco Grand Prix,monaco,1997-05-11
1997,6,http://en.wikipedia.org/wiki/1997_Spanish_Grand_Prix,Spanish Grand Prix,catalunya,1997-05-25
1997,7,http://en.wikipedia.org/wiki/1997_Canadian_Grand_Prix,Canadian Grand Prix,villeneuve,1997-06-15
1997,8,http://en.wikipedia.org/wiki/1997_French_Grand_Prix,French Grand Prix,magny_cours,1997-06-29
1997,9,http://en.wikipedia.org/wiki/1997_British_Grand_Prix,British Grand Prix,silverstone,1997-07-13
1997,10,http://en.wikipedia.org/wiki/1997_German_Grand_Prix,German Grand Prix,hockenheimring,1997-07-27
1997,11,http://en.wikipedia.org/wiki/1997_Hungarian_Grand_Prix,Hungarian Grand Prix,hungaroring,1997-08-10
1997,12,http://en.wikipedia.org/wiki/1997_Belgian_Grand_Prix,Belgian Grand Prix,spa,1997-08-24
1997,13,http://en.wikipedia.org/wiki/1997_Italian_Grand_Prix,Italian Grand Prix,monza,1997-09-07
1997,14,http://en.wikipedia.org/wiki/1997_Austrian_Grand_Prix,Austrian Grand Prix,red_bull_ring,1997-09-21
1997,15,http://en.wikipedia.org/wiki/1997_Luxembourg_Grand_Prix,Luxembourg Grand Prix,nurburgring,1997-09-28
1997,16,http://en.wikipedia.org/wiki/1997_Japanese_Grand_Prix,Japanese Grand Prix,suzuka,1997-10-12
1997,17,http://en.wikipedia.org/wiki/1997_European_Grand_Prix,European Grand Prix,jerez,1997-10-26
1998,1,http://en.wikipedia.org/wiki/1998_Australian_Grand_Prix,Australian Grand Prix,albert_park,1998-03-08
1998,2,http://en.wikipedia.org/wiki/1998_Brazilian_Grand_Prix,Brazilian Grand Prix,interlagos,1998-03-29
1998,3,http://en.wikipedia.org/wiki/1998_Argentine_Grand_Prix,Argentine Grand Prix,galvez,1998-04-12
1998,4,http://en.wikipedia.org/wiki/1998_San_Marino_Grand_Prix,San Marino Grand Prix,imola,1998-04-26
1998,5,http://en.wikipedia.org/wiki/1998_Spanish_Grand_Prix,Spanish Grand Prix,catalunya,1998-05-10
1998,6,http://en.wikipedia.org/wiki/1998_Monaco_Grand_Prix,Monaco Grand Prix,monaco,1998-05-24
1998,7,http://en.wikipedia.org/wiki/1998_Canadian_Grand_Prix,Canadian Grand Prix,villeneuve,1998-06-07
1998,8,http://en.wikipedia.org/wiki/1998_French_Grand_Prix,French Grand Prix,magny_cours,1998-06-28
1998,9,http://en.wikipedia.org/wiki/1998_British_Grand_Prix,British Grand Prix,silverstone,1998-07-12
1998,10,http://en.wikipedia.org/wiki/1998_Austrian_Grand_Prix,Austrian Grand Prix,red_bull_ring,1998-07-26
1998,11,http://en.wikipedia.org/wiki/1998_German_Grand_Prix,German Grand Prix,hockenheimring,1998-08-02
1998,12,http://en.wikipedia.org/wiki/1998_Hungarian_Grand_Prix,Hungarian Grand Prix,hungaroring,1998-08-16
1998,13,http://en.wikipedia.org/wiki/1998_Belgian_Grand_Prix,Belgian Grand Prix,spa,1998-08-30
1998,14,http://en.wikipedia.org/wiki/1998_Italian_Grand_Prix,Italian Grand Prix,monza,1998-09-13
1998,15,http://en.wikipedia.org/wiki/1998_Luxembourg_Grand_Prix,Luxembourg Grand Prix,nurburgring,1998-09-27
1998,16,http://en.wikipedia.org/wiki/1998_Japanese_Grand_Prix,Japanese Grand Prix,suzuka,1998-11-01
1999,1,http://en.wikipedia.org/wiki/1999_Australian_Grand_Prix,Australian Grand Prix,albert_park,1999-03-07
1999,2,http://en.wikipedia.org/wiki/1999_Brazilian_Grand_Prix,Brazilian Grand Prix,interlagos,1999-04-11
1999,3,http://en.wikipedia.org/wiki/1999_San_Marino_Grand_Prix,San Marino Grand Prix,imola,1999-05-02
1999,4,http://en.wikipedia.org/wiki/1999_Monaco_Grand_Prix,Monaco Grand Prix,monaco,1999-05-16
1999,5,http://en.wikipedia.org/wiki/1999_Spanish_Grand_Prix,Spanish Grand Prix,catalunya,1999-05-30
1999,6,http://en.wikipedia.org/wiki/1999_Canadian_Grand_Prix,Canadian Grand Prix,villeneuve,1999-06-13
1999,7,http://en.wikipedia.org/wiki/1999_French_Grand_Prix,French Grand Prix,magny_cours,1999-06-27
1999,8,http://en.wikipedia.org/wiki/1999_British_Grand_Prix,British Grand Prix,silverstone,1999-07-11
1999,9,http://en.wikipedia.org/wiki/1999_Austrian_Grand_Prix,Austrian Grand Prix,red_bull_ring,1999-07-25
1999,10,http://en.wikipedia.org/wiki/1999_German_Grand_Prix,German Grand Prix,hockenheimring,1999-08-01
1999,11,http://en.wikipedia.org/wiki/1999_Hungarian_Grand_Prix,Hungarian Grand Prix,hungaroring,1999-08-15
1999,12,http://en.wikipedia.org/wiki/1999_Belgian_Grand_Prix,Belgian Grand Prix,spa,1999-08-29
1999,13,http://en.wikipedia.org/wiki/1999_Italian_Grand_Prix,Italian Grand Prix,monza,1999-09-12
1999,14,http://en.wikipedia.org/wiki/1999_European_Grand_Prix,European Grand Prix,nurburgring,1999-09-26
1999,15,http://en.wikipedia.org/wiki/1999_Malaysian_Grand_Prix,Malaysian Grand Prix,sepang,1999-10-17
1999,16,http://en.wikipedia.org/wiki/1999_Japanese_Grand_Prix,Japanese Grand Prix,suzuka,1999-10-31
2000,1,http://en.wikipedia.org/wiki/2000_Australian_Grand_Prix,Australian Grand Prix,albert_park,2000-03-12
2000,2,http://en.wikipedia.org/wiki/2000_Brazilian_Grand_Prix,Brazilian Grand Prix,interlagos,2000-03-26
2000,3,http://en.wikipedia.org/wiki/2000_San_Marino_Grand_Prix,San Marino Grand Prix,imola,2000-04-09
2000,4,http://en.wikipedia.org/wiki/2000_British_Grand_Prix,British Grand Prix,silverstone,2000-04-23
2000,5,http://en.wikipedia.org/wiki/2000_Spanish_Grand_Prix,Spanish Grand Prix,catalunya,2000-05-07
2000,6,http://en.wikipedia.org/wiki/2000_European_Grand_Prix,European Grand Prix,nurburgring,2000-05-21
2000,7,http://en.wikipedia.org/wiki/2000_Monaco_Grand_Prix,Monaco Grand Prix,monaco,2000-06-04
2000,8,http://en.wikipedia.org/wiki/2000_Canadian_Grand_Prix,Canadian Grand Prix,villeneuve,2000-06-18
2000,9,http://en.wikipedia.org/wiki/2000_French_Grand_Prix,French Grand Prix,magny_cours,2000-07-02
2000,10,http://en.wikipedia.org/wiki/2000_Austrian_Grand_Prix,Austrian Grand Prix,red_bull_ring,2000-07-16
2000,11,http://en.wikipedia.org/wiki/2000_German_Grand_Prix,German Grand Prix,hockenheimring,2000-07-30
2000,12,http://en.wikipedia.org/wiki/2000_Hungarian_Grand_Prix,Hungarian Grand Prix,hungaroring,2000-08-13
2000,13,http://en.wikipedia.org/wiki/2000_Belgian_Grand_Prix,Belgian Grand Prix,spa,2000-08-27
2000,14,http://en.wikipedia.org/wiki/2000_Italian_Grand_Prix,Italian Grand Prix,monza,2000-09-10
2000,15,http://en.wikipedia.org/wiki/2000_United_States_Grand_Prix,United States Grand Prix,indianapolis,2000-09-24
2000,16,http://en.wikipedia.org/wiki/2000_Japanese_Grand_Prix,Japanese Grand Prix,suzuka,2000-10-08
2000,17,http://en.wikipedia.org/wiki/2000_Malaysian_Grand_Prix,Malaysian Grand Prix,sepang,2000-10-22
2001,1,http://en.wikipedia.org/wiki/2001_Australian_Grand_Prix,Australian Grand Prix,albert_park,2001-03-04
2001,2,http://en.wikipedia.org/wiki/2001_Malaysian_Grand_Prix,Malaysian Grand Prix,sepang,2001-03-18
2001,3,http://en.wikipedia.org/wiki/2001_Brazilian_Grand_Prix,Brazilian Grand Prix,interlagos,2001-04-01
2001,4,http://en.wikipedia.org/wiki/2001_San_Marino_Grand_Prix,San Marino Grand Prix,imola,2001-04-15
2001,5,http://en.wikipedia.org/wiki/2001_Spanish_Grand_Prix,Spanish Grand Prix,catalunya,2001-04-29
